Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-26 00:00:00,102.73200225830078,102.75199890136719,102.71299743652344,102.73999786376953,102.73999786376953,0
2023-06-26 00:30:00,102.73999786376953,102.77200317382812,102.73999786376953,102.7509994506836,102.7509994506836,0
2023-06-26 01:00:00,102.7509994506836,102.75399780273438,102.72000122070312,102.72799682617188,102.72799682617188,0
2023-06-26 01:30:00,102.72799682617188,102.73300170898438,102.6989974975586,102.71199798583984,102.71199798583984,0
2023-06-26 02:00:00,102.71199798583984,102.77100372314453,102.69599914550781,102.76799774169922,102.76799774169922,0
2023-06-26 02:30:00,102.76799774169922,102.8239974975586,102.75399780273438,102.76699829101562,102.76699829101562,0
2023-06-26 03:00:00,102.76699829101562,102.77200317382812,102.6729965209961,102.70500183105469,102.70500183105469,0
2023-06-26 03:30:00,102.7040023803711,102.75299835205078,102.68499755859375,102.70999908447266,102.70999908447266,0
2023-06-26 04:00:00,102.70999908447266,102.80999755859375,102.70999908447266,102.76499938964844,102.76499938964844,0
2023-06-26 04:30:00,102.76499938964844,102.80999755859375,102.76499938964844,102.78900146484375,102.78900146484375,0
2023-06-26 05:00:00,102.78900146484375,102.7979965209961,102.74600219726562,102.76399993896484,102.76399993896484,0
2023-06-26 05:30:00,102.76399993896484,102.78099822998047,102.73300170898438,102.76899719238281,102.76899719238281,0
2023-06-26 06:00:00,102.76899719238281,102.78399658203125,102.68699645996094,102.6969985961914,102.6969985961914,0
2023-06-26 06:30:00,102.6969985961914,102.73100280761719,102.68499755859375,102.72799682617188,102.72799682617188,0
2023-06-26 07:00:00,102.72799682617188,102.74600219726562,102.70600128173828,102.73100280761719,102.73100280761719,0
2023-06-26 07:30:00,102.73200225830078,102.75,102.63700103759766,102.63800048828125,102.63800048828125,0
2023-06-26 08:00:00,102.63800048828125,102.66100311279297,102.61399841308594,102.61399841308594,102.61399841308594,0
2023-06-26 08:30:00,102.61399841308594,102.66400146484375,102.61199951171875,102.64099884033203,102.64099884033203,0
2023-06-26 09:00:00,102.64199829101562,102.70099639892578,102.64199829101562,102.69999694824219,102.69999694824219,0
2023-06-26 09:30:00,102.70099639892578,102.76699829101562,102.68900299072266,102.72100067138672,102.72100067138672,0
2023-06-26 10:00:00,102.72000122070312,102.76699829101562,102.70700073242188,102.75299835205078,102.75299835205078,0
2023-06-26 10:30:00,102.75199890136719,102.81300354003906,102.7040023803711,102.74700164794922,102.74700164794922,0
